year,forecast,lower_ci,upper_ci
2023,12.767575723132051,8.723710642210118,16.811440804053984
2024,12.683850450482911,4.210460709455402,21.157240191510418
2025,12.692401336115775,1.6383387936781713,23.746463878553378
