year,forecast,lower_ci,upper_ci
2023,7.632474336170047,5.390676763197165,9.874271909142928
2024,7.375102606291383,3.2850046076776307,11.465200604905135
2025,7.47679222845205,2.430397465194077,12.523186991710023
