state,model_trained,mae,rmse,train_start,train_end,test_start,test_end
andhra_pradesh,True,11.984702851838072,14.787918134282815,2012,2020,2021,2022
chhattisgarh,True,0.5761296254072343,0.6124399014153216,2006,2020,2021,2022
jharkhand,True,0.5356088465674658,0.5356088465674658,2002,2016,2020,2020
karnataka,True,1.3466017349088295,1.8933105104660992,2005,2020,2021,2022
tamil_nadu,True,1.606512014778545,1.7693803746834538,2013,2020,2021,2022
telangana,True,8.753771611305064,10.973341226347378,2014,2020,2021,2022
uttar_pradesh,True,7.191720779106305,7.1917397221044,2004,2020,2021,2022
uttarakhand,True,0.3558220526664604,0.46283229605125453,2000,2020,2021,2022
west_bengal,True,4.760538534429795,4.818277927731126,2009,2020,2021,2022
